mean,std,max,min,range,skewness,kurtosis,rms,crest_factor,variance,zero_crossings,dominant_freq,spectral_energy,spectral_centroid,spectral_bandwidth,spectral_flatness,start_time,event,axle,cluster,tsne_1,tsne_2
-7.860905094511584e-06,0.004722967075904961,0.016176342156882854,-0.01431415863325781,0.030490500790140665,0.01063419980426948,-0.6482136404361252,0.004722973617744562,3.425033351045438,2.2306418000082253e-05,1348,175.0,8.894379174685617e-07,330.91848370912174,845.6023266808355,0.024391654132203348,0.0,normal,normal,0,-2.3095605,4.0351624
3.9109194819927776e-05,0.038714732472046064,0.3332579131498693,-0.38129893755585303,0.7145568507057223,-0.5846293199320224,22.577203579113462,0.038714752225879195,8.608034250238603,0.0014988305103820982,876,300.0,6.287940917809479e-05,336.8105696012011,261.28565618793914,0.0008549470271075048,3.499,joint X,A1,1,0.4314874,4.9967327
-2.8007393099798655e-05,0.007290657156134921,0.029069772367980595,-0.02254256194703765,0.05161233431501824,0.1668793252282812,0.08145747517664503,0.007290710951777582,3.9872342437184347,5.315368176830134e-05,1175,200.0,2.15369602076602e-06,286.508607206775,570.7063701219312,0.01285459929578006,3.998984375,normal,normal,0,-2.0749707,4.2883945
-6.489735934275424e-05,0.03597346184154954,0.3461824178466585,-0.35460069498192226,0.7007831128285807,0.03165166952470356,26.460764606131512,0.03597352038003328,9.623256611793918,0.0012940899568654205,903,75.0,5.5176080149258156e-05,211.77012226251503,216.86894073001542,0.000878637011123385,6.812,squat A,A1,1,0.02648776,5.2830267
0.00025398034467555747,0.014504638681761215,0.041721360068275135,-0.04259178026286632,0.08431314033114146,-0.13040766217729108,-0.43578303801109985,0.014506862145340917,2.875974118336441,0.00021038454328844373,436,75.0,8.076040046446848e-06,217.224458935596,530.7423193677768,0.003933736921273102,7.3119921875,normal,normal,0,-2.1322289,5.2444596
1.5358556900908568e-05,0.0781267266629869,0.5828920047498964,-0.8048285645818365,1.387720569331733,-0.7816019609610042,21.3674129219314,0.07812672817261924,7.460852622191085,0.006103785419073067,969,325.0,0.00024627306192525326,313.1376738208814,196.10169220009985,0.0003179349312040645,8.238,joint X,A2,1,1.899679,5.7179995
-1.7745636033361314e-05,0.07813328275090867,0.5828920047498964,-0.8048285645818365,1.387720569331733,-0.7800889461779671,21.357967875949,0.07813328476610362,7.460226541029427,0.006104809873433442,931,325.0,0.0002462675435329401,312.9476745180312,193.28441587543824,0.00031704796403174743,8.498,squat B,A1,1,1.900096,5.7165904
1.5338495238745386e-05,0.031954697462210926,0.2770414967294442,-0.45713019389458553,0.7341716906240298,-1.4381989864466118,40.09609174112675,0.031954701143507284,8.669819676462062,0.0010211026899014295,980,300.0,4.097047315870439e-05,291.66970587269924,251.4628634122585,0.001207857974800565,9.402,squat C,A1,1,1.1426733,4.682211
-3.919904150334329e-05,0.013215575456989502,0.040186077048765464,-0.0571983461220835,0.09738442317084897,-0.22746877253538672,0.16784183347670512,0.013215633591479375,3.0407983673726373,0.00017465143465938328,303,300.0,7.259748482239533e-06,302.2148687730177,384.5294888808544,0.004820775285429648,9.9019921875,normal,normal,0,-2.3496253,5.1669602
-2.495966144419275e-05,0.06371118186130217,1.152994126784032,-0.6931844374898338,1.846178564273866,1.5073537079886745,59.04159901241034,0.06371118675043355,18.097200595250033,0.00405911469416392,950,300.0,0.00015441549464620787,445.46802137685347,762.0459910282929,0.004705626588726406,10.733,squat A,A2,1,1.0018668,6.811025
3.4087986217970205e-05,0.013921298156187282,0.041691295905197365,-0.04882214725590659,0.09051344316110396,-0.15299609508395481,-0.16075012732048544,0.013921339890408101,2.9947760943559,0.00019380254235346344,455,75.0,7.652057574889284e-06,399.29704604737657,466.44726875657517,0.004825161976829377,11.23296875,normal,normal,0,-2.669734,4.7758703
-2.6188195352744066e-05,0.06284685851355558,0.777730220638327,-0.6161893968976023,1.3939196175359294,-0.13072228275642347,36.665545150307004,0.06284686396984698,12.375004439544838,0.003949727625022874,867,300.0,0.0001607022820754632,304.35151845155275,175.0752880008274,0.0003556984473253412,12.133,squat B,A2,1,1.4031808,5.922719
1.966998708186089e-06,0.025189398440833448,0.3006849838779249,-0.3870906812510335,0.6877756651289584,-0.4505220818395153,40.475024992684936,0.025189398517633292,11.93696561144312,0.0006345057938110626,981,175.0,2.4485332055421733e-05,287.28666185950823,302.7676516774604,0.0018611863435304713,12.943,squat C,A2,1,0.6156876,4.947309
6.516068370460311e-05,0.013004467300227822,0.042283933434239335,-0.05015405952561378,0.09243799295985311,-0.016908825865281474,0.6009685879807969,0.013004630547516357,3.251452110057427,0.0001691161697626947,97,300.0,7.259480160520118e-06,392.13014760949244,433.00884127780495,0.004328893289711464,13.44296875,normal,normal,0,-2.7322135,5.1163945
1.3371111487065954e-05,0.03331433963278583,0.4375089190151625,-0.4566462300842401,0.8941551490994026,-0.4973543101707924,39.26707040750217,0.03331434231611405,13.132749698724826,0.0011098452251686048,1034,625.0,4.073775216830477e-05,496.23183422366134,266.02269272532044,0.0012903812737266175,14.04,squat D,A1,1,0.90958005,5.211664
1.2700496469061788e-05,0.02361514299267619,0.26729784077715724,-0.3140925187612176,0.5813903595383748,-0.1484100552344419,28.444157748508857,0.023615146407912735,11.318915248714854,0.0005576749785645433,1021,625.0,2.5135853070011263e-05,481.17116552287376,292.81232663886493,0.0018484367464455906,14.54,normal,normal,1,0.4117154,4.940048
2.654872890249687e-05,0.022983397088714337,0.12070263254053137,-0.15563192404808923,0.2763345565886206,-0.23473173035775574,4.4866116608402224,0.022983412422278138,5.251728086449541,0.0005282365417375226,1027,75.0,2.1137442654637606e-05,267.57855920915966,354.74420378121,0.002453711464497231,16.258,squat E,A1,0,-1.5585338,4.8691587
-5.30880723997037e-05,0.039842174151814354,0.4743018118314598,-0.4898237266585014,0.9641255384899612,0.22387915940043424,38.74760613575224,0.03984220952064449,11.904505737456589,0.0015873988411435037,1181,575.0,5.9770489310701995e-05,428.4085262768777,289.6270652453232,0.0010442728137330347,17.003,squat D,A2,1,0.7065257,5.563715
1.7140776156774013e-05,0.02302552188047849,0.07953841534458263,-0.11497267395194305,0.19451108929652566,-0.06772371336869398,0.21189615275123064,0.02302552826048951,3.4543578954957574,0.0005301746578683937,1018,150.0,2.149824231293276e-05,344.62499591059776,376.3456343604625,0.002590524488706417,17.50296875,normal,normal,0,-2.0911467,4.7033954
-4.279292388235274e-06,0.03880643331404745,0.27665203634319324,-0.27669566363324727,0.5533476999764405,0.1886024372563125,8.162213925778808,0.038806433549992136,7.129025036191436,0.001505939266557612,922,300.0,6.089158029004128e-05,287.4334651927448,305.02528158925725,0.0010700690546951658,19.026,squat E,A2,0,-0.71886116,5.2265644
2.015233424053093e-05,0.020692366043480827,0.07831308157677926,-0.07982085462456048,0.15813393620133975,0.04935896861333932,0.22061365865724003,0.020692375856676624,3.784634597747782,0.0004281740124773984,1187,175.0,1.722244906154446e-05,415.48988798262326,432.46925754699237,0.0029136777494859194,19.5259765625,normal,normal,0,-2.3321607,4.4117413
-3.1250234846819665e-05,0.06402604652448246,0.6737858040352376,-0.7932127600723348,1.4669985641075725,-0.8408609924370806,40.17857908660446,0.06402605415088744,10.523619063691722,0.004099334633555193,1224,300.0,0.00015980262796443686,297.54175777070446,236.66087829033674,0.0004751111770965313,22.047,squat F,A1,1,1.6813451,5.6572943
3.351104085778462e-05,0.017868421978581534,0.06682281288951421,-0.054131067379287204,0.12095388026880141,0.13908641679075545,0.1766412723097326,0.017868453402421682,3.7397088256366846,0.00031928050400465563,261,150.0,1.2124574871891472e-05,527.2982769413554,546.8825432730438,0.003698015695240147,22.5469921875,normal,normal,0,-3.1201665,4.9428096
2.6390422812746088e-05,0.05191453499838082,0.48365654937213454,-0.6876886612844691,1.1713452106566038,-0.3848295433994883,19.64569686753303,0.05191454170608196,9.316398324584894,0.002695118944098107,1197,300.0,0.00010668045742962084,536.6883838673191,489.0967260670615,0.0007029277661723584,23.233,squat G,A1,1,1.1937248,5.5255995
-8.677844176300545e-05,0.015278210534793453,0.04962151243678839,-0.05042476522341202,0.10004627766020041,0.024199449724418752,0.02780236899577515,0.015278456978485377,3.247809154200832,0.00023342371714547367,203,375.0,9.050470337457513e-06,612.5013500424011,566.5373032266479,0.004151243681741379,23.73296875,normal,normal,0,-3.3458548,4.9385796
6.384049090010272e-06,0.059168661901850585,0.5804190375345668,-0.8171146046092994,1.3975336421438662,-1.3770804574017586,43.82119304798672,0.05916866224625656,9.809568367777123,0.003500930551255505,1105,300.0,0.00014676676756523015,275.82202731308854,223.93379039666996,0.00046688245955511126,24.349,squat F,A2,1,1.7871878,5.4275465
-2.3151246903784218e-06,0.01646809138706611,0.04447479516594044,-0.053455235566796704,0.09793003073273715,-0.1824928095598247,-0.26006298801720895,0.01646809154979906,2.7006647996490587,0.00027119803393276095,123,150.0,1.052465639432105e-05,322.39368525266855,403.0143846671879,0.0035901301781367492,24.848984375,normal,normal,0,-2.507675,5.252378
-6.768389318635358e-05,0.06790008198059051,1.0523656421928251,-0.9857425008754677,2.0381081430682926,1.6519349234206797,78.3560234756838,0.0679001157147785,15.498731204132207,0.004610421132970913,974,375.0,0.0001802771530768423,369.90230056562706,278.6410372671943,0.00043045600989032783,25.495,squat G,A2,1,1.0193638,6.831376
8.339546205108068e-05,0.018774625826121206,0.07063381247954534,-0.06595111207923328,0.13658492455877863,-0.027517188587143856,0.03000012652847328,0.01877481104336201,3.762158368273885,0.00035248657491085736,981,150.0,1.4016736242737238e-05,321.2457645030491,375.35048809728636,0.0028375934475285435,25.995,normal,normal,0,-2.0739934,4.6654058
-8.457515308664841e-06,0.017329587151313917,0.09820867658488572,-0.1021226229262377,0.2003312995111234,-0.03954809670859426,3.8757679253966284,0.017329589215112677,5.667109321855161,0.0003003145908349844,877,150.0,1.2083948293023261e-05,268.2001282539043,308.11917087623556,0.002902688954391626,30.929,squat H,A1,0,-1.6266513,4.825243
-4.62189136033534e-05,0.03177468967166663,0.28256850901698216,-0.2584693321251239,0.5410378411421061,0.05625987158877444,13.399655887571374,0.03177472328626471,8.89287080398048,0.001009630903730718,679,375.0,4.0148296618365574e-05,268.3769518737602,205.49469004239222,0.0009594011146348753,31.475,crossing,A1,0,-0.46728945,5.1150117
1.774528345549694e-05,0.029900736721844175,0.28256850901698216,-0.2584693321251239,0.5410378411421061,0.08706306911534122,17.5435550822699,0.02990074198751807,9.45021729343503,0.0008940540565090409,800,375.0,3.6860153230021475e-05,272.259531092425,207.35776131018258,0.0010217410080401272,31.885,squat I,A1,0,-0.3401065,5.0436797
-0.00013203980906048105,0.00767411208791523,0.021330528917740864,-0.031526126612801776,0.05285665553054264,-0.1798881857937862,0.1491514536451679,0.0076752479340450866,2.7791322314325595,5.889199633788665e-05,263,300.0,2.3969788347758608e-06,390.91937448518746,566.5871743286792,0.012146584152704316,32.385,normal,normal,0,-2.79622,4.778859
3.192738153638313e-05,0.02302097368057301,0.2219878685540861,-0.1559684415631953,0.37795631011728137,0.12375463080649672,17.468483374757508,0.023020995820322958,9.642843875507548,0.0005299652292016353,946,150.0,2.0834242250600016e-05,272.5693082790798,279.71472510312987,0.0017621532284188693,33.097,squat H,A2,0,-0.5679004,4.7912936
2.7200856272024406e-05,0.04181153419642465,0.35036878065047206,-0.3403031235340302,0.6906719041845022,0.24525692463025617,14.385248800865636,0.04181154304430021,8.379714192304478,0.001748204391858788,591,175.0,6.412150479706361e-05,203.05454772409303,176.37623822783564,0.0006435343852156293,33.63,crossing,A2,1,-0.3288832,5.4527082
-0.00018109006917591173,0.035639772862755284,0.35036878065047206,-0.3403031235340302,0.6906719041845022,0.14374881995025002,16.699496103939104,0.0356402329302425,9.83070961787028,0.001270193409708788,762,175.0,3.836591021740506e-05,208.48053770380417,221.43676546692862,0.0010110812302831847,34.158,squat I,A2,1,-0.20720421,5.300655
-4.732805576076072e-07,0.018669973200505348,0.16331420834716942,-0.1465160386995365,0.3098302470467059,0.169950482212656,9.219853665788719,0.01866997320650414,8.74742596257583,0.00034856789930758796,1040,300.0,1.40794637846826e-05,273.7467693159024,307.9022249636798,0.0025401125871531718,34.603,squat J,A1,0,-0.9237811,4.728519
-1.020040855210252e-06,0.013552415624095489,0.09710469682630399,-0.082809863667791,0.179914560494095,0.053047318404137914,7.5095637035558,0.013552415662482864,7.165120908674518,0.0001836679692482275,1270,300.0,7.591607881739646e-06,233.56922071743398,477.1243232254188,0.005140152570365588,35.387,joint Y,A1,0,-1.269881,4.457829
1.9157495390319027e-05,0.011568732648612544,0.0768899443655351,-0.07969252610327299,0.15658247046880808,-0.07784447354733962,8.403574196421873,0.011568748510738032,6.646349369092637,0.00013383557509507378,1440,300.0,4.595018977939892e-06,253.24233288634517,428.29186778366864,0.006341402828782911,36.02,joint Z,A1,0,-1.376761,4.313378
-1.7379065894032033e-05,0.0060939662906522064,0.04005501896054342,-0.031175465878241992,0.07123048483878541,0.22559894171567962,3.2617732366271817,0.006093991071829426,6.572871290492199,3.7136425151605414e-05,1437,75.0,1.5059303080259422e-06,251.22452677473467,660.8212910717518,0.016156998578343486,36.766,squat K,A1,0,-1.5541347,4.0964084
1.0931672009206065e-05,0.00944529119506214,0.07248277631364075,-0.07828313430254927,0.15076591061619002,0.06704869640707445,12.224967094436515,0.009445297521040369,7.673953748114121,8.921352575951839e-05,1455,75.0,3.6158852794501176e-06,224.30507953719606,447.7637642396287,0.0074501823154748065,37.621,squat J,A2,0,-1.1376456,4.245863
0.00011878178744109727,0.005063850811120272,0.013997946525874862,-0.020242411420523784,0.034240357946398646,-0.21997302869880106,0.8409307221843592,0.0050652437404641384,2.763528715124023,2.5642585037283436e-05,177,75.0,1.1699619682022695e-06,289.1161621138936,741.3303109139489,0.016318709439548953,38.1209765625,normal,normal,0,-2.5460272,5.1456656
8.845342954098123e-06,0.005639784874658613,0.02333514491938702,-0.04528505156899616,0.06862019648838319,-0.8940612394138031,6.259047764169489,0.005639791811097289,4.137589772989668,3.180717343242807e-05,1692,75.0,1.3070343924298882e-06,243.61818700239218,712.3713810968317,0.018393248451640067,38.739,joint Y,A2,0,-1.9781246,3.5784419
3.14403560076855e-05,0.004976114842926248,0.03656021416367317,-0.04408177260147797,0.08064198676515114,-0.13642131332659477,6.683302181428166,0.0049762141660078104,7.3469937072671785,2.476171892999092e-05,1756,75.0,1.0396963940587045e-06,284.57677965677476,794.3390708616475,0.022678040727593843,39.589,joint Z,A2,0,-1.5117279,3.8312738
4.3313895267066885e-05,0.004244773142304372,0.011402354032612127,-0.018020047650554167,0.029422401683166295,-0.4448351343915195,1.4444510091705425,0.004244994125219933,2.686070627252369,1.8018099029628528e-05,200,75.0,4.006007208986425e-07,430.45720768890186,1238.64355535165,0.04476872617156697,40.088984375,normal,normal,0,-3.1778092,4.3236914
-1.0994133596750103e-05,0.005240716435960083,0.04024799531641805,-0.028953398265279994,0.06920139358169805,0.10768226623330587,4.440797958380878,0.005240727967860542,7.679848212546847,2.7465108762142147e-05,1986,75.0,1.144509830370225e-06,239.07910261529364,749.1734415544588,0.01972459399525743,40.679,squat K,A2,0,-1.3654584,3.7612958
3.5097441252538626e-07,0.003041722174469165,0.010449265695404233,-0.012556920808775709,0.023006186504179942,-0.2043178244968704,0.4571599207553412,0.0030417221947180617,3.435312308779987,9.252073786657425e-06,2702,50.0,3.7980664617312614e-07,411.4471812453735,1277.3214138904343,0.0530860912843203,41.178984375,normal,normal,0,-2.3044415,3.069161
-1.4680780089036086e-05,0.0022437684869819102,0.009143932717108198,-0.009181665041912732,0.01832559775902093,0.020198951642848784,0.434172425845611,0.002243816513995098,4.07516954264121,5.034497023173091e-06,3689,75.0,2.05120698989582e-07,708.0294232417202,1682.9230308544425,0.09612307728531985,42.178984375,normal,normal,0,-2.5505357,2.4879756
4.9131640908076525e-06,0.0018395269668718555,0.008671225807962934,-0.009114166139044649,0.01778539194700758,0.05810120317273962,0.9543375075563612,0.0018395335281070997,4.713817756225254,3.383859461848769e-06,4584,50.0,1.3840637273450682e-07,1008.670842613972,1985.7993019241208,0.1413624296584543,43.178984375,normal,normal,0,-2.5836341,2.3829176
